division_id,division_label,bz_chii,east_rikishi_id,east_chii,east_shikona,east_graph_shikona,east_old_chii,east_result,east_result_movement,east_delta,east_delta_class,east_equelo,west_rikishi_id,west_chii,west_shikona,west_graph_shikona,west_old_chii,west_result,west_result_movement,west_delta,west_delta_class,west_equelo
jonidan,Jonidan,Jd98,12915,Jd98e,Kototerao,Kototerao,Jd79e,1-6,,-19.0,down high,702,12924,Jd98w,Kido,Kido,Jd99w,3-4,,+1.0,up low,774
jonidan,Jonidan,Jd99,9109,Jd99e,Motoazuma,Motoazuma,Jd100e,3-4,,+1.0,up low,625,12908,Jd99w,Asakawasumi,Asakawasumi,Jd93e,2-5,,-6.5,down high,574
jonidan,Jonidan,Jd100,12821,Jd100e,Kakuho,Kakuho,Jd43w,0-0-7,,-56.5,down high,882,12797,Jd100w,Kobayashi,Kobayashi (2023),Jd45w,0-0-7,,-55.0,down high,1311
jonidan,Jonidan,Jd101,9063,Jd101e,Okuniyama,Okuniyama,Jd94w,2-5,,-6.5,down high,390,12957,Jd101w,Tosoumi,Tosoumi,Jd58e,0-7,,-43.5,down high,799
jonidan,Jonidan,Jd102,12371,Jd102e,Gokishin,Gokishin,Jk1w,3-4,↑,+1.5,up low,551,12958,Jd102w,Suetomi,Suetomi,Jk2w,3-4,↑,+2.0,up mid,799
jonokuchi,Jonokuchi,Jk1,12900,Jk1e,Daiko,Daiko (2024),Jd97w,2-5,↓,-5.5,down high,596,11877,Jk1w,Azumayama,Azumayama (2010),Jk6e,3-4,,+4.5,up high,304
jonokuchi,Jonokuchi,Jk2,12928,Jk2e,Kazenohana,Kazenohana,Jk7e,3-4,,+5.0,up high,702,12478,Jk2w,Wakaarata,Wakaarata,Jk9e,3-4,,+6.5,up high,434
jonokuchi,Jonokuchi,Jk3,12916,Jk3e,Usagifuji,Usagifuji,Jk10w,3-4,,+7.5,up high,718,12927,Jk3w,Toranomaru,Toranomaru,Jd94e,1-6,↓,-11.5,down high,679
jonokuchi,Jonokuchi,Jk4,800,Jk4e,Hienriki,Hienriki,Jd55e,0-0-7,↓,-51.0,down high,810,12818,Jk4w,Shimabukuro,Shimabukuro,Jd56e,0-0-7,↓,-50.5,down high,865
jonokuchi,Jonokuchi,Jk5,12912,Jk5e,Akenoyama,Akenoyama,Jk11e,3-4,,+6.0,up high,616,399,Jk5w,Terunosato,Terunosato,Jk14e,3-4,,+8.5,up high,232
jonokuchi,Jonokuchi,Jk6,6001,Jk6e,Chiyooume,Chiyooume,Jk3w,2-5,,-2.5,down mid,417,12923,Jk6w,Ikazuchiarata,Ikazuchiarata,Jk4w,2-5,,-2.0,down mid,675
jonokuchi,Jonokuchi,Jk7,12880,Jk7e,Hara,Hara (2024),Jk10e,2-5,,+3.0,up mid,243,12953,Jk7w,Minami,Minami,Jk13w,3-5--1,,+6.0,up high,673
jonokuchi,Jonokuchi,Jk8,12815,Jk8e,Katsunonishiki,Katsunonishiki,Jk11w,2-2-3,,+3.5,up high,389,2926,Jk8w,Moriurara,Moriurara,Jk14w,2-5,,+6.0,up high,145
jonokuchi,Jonokuchi,Jk9,677,Jk9e,Itakozakura,Itakozakura,Jk20w,2-5,,+11.5,up high,74,12892,Jk9w,Yamada,Yamada (2024),Jd76e,0-7,↓,-35.5,down high,364
jonokuchi,Jonokuchi,Jk10,12224,Jk10e,Kyonosato,Kyonosato,Jk7w,1-6,,-2.5,down mid,203,12612,Jk10w,Suzaki,Suzaki,Jk15e,1-0-6,,+4.5,up high,1160
jonokuchi,Jonokuchi,Jk11,12877,Jk11e,Wakasasaki,Wakasasaki,Jk15w,1-5-1,,+4.5,up high,248,12977,Jk11w,Teruyutaka,Teruyutaka,Jk19e,1-0-6,,+7.5,up high,1026
jonokuchi,Jonokuchi,Jk12,12811,Jk12e,Kuwae,Kuwae,Jd89w,0-0-7,↓,-24.5,down high,914,12887,Jk12w,Miyafuji,Miyafuji,Jd95e,0-0-7,↓,-19.5,down high,824
jonokuchi,Jonokuchi,Jk13,12983,Jk13e,Kawazoe,Kawazoe,,,,,,976,12992,Jk13w,Goto,Goto,,,,,,969
jonokuchi,Jonokuchi,Jk14,12998,Jk14e,Nojima,Nojima,,,,,,1023,12997,Jk14w,Setonoryu,Setonoryu,,,,,,979
jonokuchi,Jonokuchi,Jk15,12979,Jk15e,Hakugetsuro,Hakugetsuro,,,,,,984,12982,Jk15w,Hanenoyama,Hanenoyama,,,,,,994
jonokuchi,Jonokuchi,Jk16,12994,Jk16e,Fukuda,Fukuda,,,,,,1020,12991,Jk16w,Ryusei,Ryusei,,,,,,1021
jonokuchi,Jonokuchi,Jk17,12986,Jk17e,Kotohiranuma,Kotohiranuma,,,,,,1017,12981,Jk17w,Nakazawa,Nakazawa,,,,,,1020
jonokuchi,Jonokuchi,Jk18,12996,Jk18e,Kokubo,Kokubo,,,,,,1005,12995,Jk18w,Kishimoto,Kishimoto,,,,,,1011
jonokuchi,Jonokuchi,Jk19,12987,Jk19e,Kotokawabuchi,Kotokawabuchi,,,,,,1008,12988,Jk19w,Kotoishida,Kotoishida,,,,,,1044
jonokuchi,Jonokuchi,Jk20,12999,Jk20e,Kotoyoshino,Kotoyoshino,,,,,,1089,12980,Jk20w,Shimano,Shimano,,,,,,1072
jonokuchi,Jonokuchi,Jk21,12917,Jk21e,Asahirai,Asahirai,Jk1e,0-4-3,,-20.0,down high,635,6005,Jk21w,Higonoryu,Higonoryu (2004),Jk9w,0-2-5,,-12.0,down high,325
jonokuchi,Jonokuchi,Jk22,12978,Jk22e,Chiyoshinzan,Chiyoshinzan,Jk21e,0-7,,-1.0,down low,907,12984,Jk22w,Honda,Honda,,,,,,1081
jonokuchi,Jonokuchi,Jk23,12990,Jk23e,Mifune,Mifune,,,,,,1051,,,,,,,,,,
